seed,k,N,depth,xcoord,dist
3,4,4096,28,0.21875,0.23404037952423096
3,4,4096,29,0.2265625,0.2346036583185196
3,4,4096,30,0.234375,0.23092147707939148
3,4,4096,31,0.2421875,0.22992002964019775
3,4,4096,32,0.25,0.2362138330936432
3,5,5120,16,0.1,0.12934544682502747
3,5,5120,17,0.10625,0.1294478476047516
3,5,5120,18,0.1125,0.13088923692703247
3,5,5120,19,0.11875,0.13491322100162506
3,5,5120,20,0.125,0.1422307938337326
3,5,5120,21,0.13125,0.15127170085906982
3,5,5120,22,0.1375,0.14509892463684082
3,5,5120,23,0.14375,0.15889260172843933
3,5,5120,24,0.15,0.16402259469032288
3,5,5120,25,0.15625,0.17349107563495636
3,5,5120,26,0.1625,0.17759224772453308
3,5,5120,27,0.16875,0.20108255743980408
3,5,5120,28,0.175,0.20092973113059998
3,5,5120,29,0.18125,0.18960882723331451
3,5,5120,30,0.1875,0.19489777088165283
3,5,5120,31,0.19375,0.20057587325572968
3,5,5120,32,0.2,0.20583213865756989
3,6,6144,16,0.08333333333333333,0.1800735890865326
3,6,6144,17,0.08854166666666667,0.18408896028995514
3,6,6144,18,0.09375,0.21644479036331177
3,6,6144,19,0.09895833333333333,0.22925764322280884
3,6,6144,20,0.10416666666666667,0.24728137254714966
3,6,6144,21,0.109375,0.25916069746017456
3,6,6144,22,0.11458333333333333,0.23033300042152405
3,6,6144,23,0.11979166666666667,0.26158300042152405
3,6,6144,24,0.125,0.2821955680847168
3,6,6144,25,0.13020833333333334,0.3175114393234253
3,6,6144,26,0.13541666666666666,0.3236451745033264
3,6,6144,27,0.140625,0.3131045997142792
3,6,6144,28,0.14583333333333334,0.28138211369514465
3,6,6144,29,0.15104166666666666,0.26154786348342896
3,6,6144,30,0.15625,0.249962717294693
3,6,6144,31,0.16145833333333334,0.2545461356639862
3,6,6144,32,0.16666666666666666,0.23782742023468018
3,7,7168,16,0.07142857142857142,0.13746918737888336
3,7,7168,17,0.07589285714285714,0.1322466880083084
3,7,7168,18,0.08035714285714286,0.14449013769626617
3,7,7168,19,0.08482142857142858,0.15190409123897552
3,7,7168,20,0.08928571428571429,0.1563223898410797
3,7,7168,21,0.09375,0.16966107487678528
3,7,7168,22,0.09821428571428571,0.17685645818710327
3,7,7168,23,0.10267857142857142,0.18031370639801025
3,7,7168,24,0.10714285714285714,0.19304916262626648
3,7,7168,25,0.11160714285714286,0.2174803465604782
3,7,7168,26,0.11607142857142858,0.2313825935125351
3,7,7168,27,0.12053571428571429,0.2302975356578827
3,7,7168,28,0.125,0.2223731428384781
3,7,7168,29,0.12946428571428573,0.2491612285375595
3,7,7168,30,0.13392857142857142,0.2711007297039032
3,7,7168,31,0.13839285714285715,0.23852631449699402
3,7,7168,32,0.14285714285714285,0.262132465839386
3,8,8192,16,0.0625,0.13028259575366974
3,8,8192,17,0.06640625,0.13713984191417694
3,8,8192,18,0.0703125,0.14633791148662567
3,8,8192,19,0.07421875,0.14489421248435974
3,8,8192,20,0.078125,0.14463739097118378
3,8,8192,21,0.08203125,0.1818472146987915
3,8,8192,22,0.0859375,0.17323186993598938
3,8,8192,23,0.08984375,0.18948721885681152
3,8,8192,24,0.09375,0.19617298245429993
3,8,8192,25,0.09765625,0.2151464819908142
3,8,8192,26,0.1015625,0.22498342394828796
3,8,8192,27,0.10546875,0.24896091222763062
3,8,8192,28,0.109375,0.258720338344574
3,8,8192,29,0.11328125,0.2609960436820984
3,8,8192,30,0.1171875,0.2632492482662201
3,8,8192,31,0.12109375,0.2580588757991791
3,8,8192,32,0.125,0.24995441734790802
3,9,9216,16,0.05555555555555555,0.16003991663455963
3,9,9216,17,0.059027777777777776,0.1732403039932251
3,9,9216,18,0.0625,0.1611211895942688
3,9,9216,19,0.06597222222222222,0.16859091818332672
3,9,9216,20,0.06944444444444445,0.16189144551753998
3,9,9216,21,0.07291666666666667,0.18241547048091888
3,9,9216,22,0.0763888888888889,0.18482325971126556
3,9,9216,23,0.0798611111111111,0.19628633558750153
3,9,9216,24,0.08333333333333333,0.22027002274990082
3,9,9216,25,0.08680555555555555,0.21513120830059052
3,9,9216,26,0.09027777777777778,0.21196365356445312
3,9,9216,27,0.09375,0.21585649251937866
3,9,9216,28,0.09722222222222222,0.21853205561637878
3,9,9216,29,0.10069444444444445,0.21643789112567902
3,9,9216,30,0.10416666666666667,0.22192232310771942
3,9,9216,31,0.1076388888888889,0.22300435602664948
3,9,9216,32,0.1111111111111111,0.23039788007736206
3,10,10240,16,0.05,0.1258959025144577
3,10,10240,17,0.053125,0.12725822627544403
3,10,10240,18,0.05625,0.1332128494977951
3,10,10240,19,0.059375,0.1309536099433899
3,10,10240,20,0.0625,0.12703955173492432
3,10,10240,21,0.065625,0.14298564195632935
3,10,10240,22,0.06875,0.1470777690410614
3,10,10240,23,0.071875,0.15239831805229187
3,10,10240,24,0.075,0.16337646543979645
3,10,10240,25,0.078125,0.17984560132026672
3,10,10240,26,0.08125,0.1865065097808838
3,10,10240,27,0.084375,0.19291625916957855
3,10,10240,28,0.0875,0.1870896965265274
3,10,10240,29,0.090625,0.1833733171224594
3,10,10240,30,0.09375,0.19069330394268036
3,10,10240,31,0.096875,0.18817083537578583
3,10,10240,32,0.1,0.18526917695999146
4,1,1024,16,0.5,0.285056471824646
4,1,1024,17,0.53125,0.3035470247268677
4,1,1024,18,0.5625,0.33165401220321655
4,1,1024,19,0.59375,0.331917405128479
4,1,1024,20,0.625,0.32008543610572815
4,1,1024,21,0.65625,0.34188312292099
4,1,1024,22,0.6875,0.3541548550128937
4,1,1024,23,0.71875,0.373984694480896
4,1,1024,24,0.75,0.34565290808677673
4,1,1024,25,0.78125,0.3567262887954712
4,1,1024,26,0.8125,0.3694969415664673
4,1,1024,27,0.84375,0.34817981719970703
4,1,1024,28,0.875,0.3483206629753113
4,1,1024,29,0.90625,0.3412458598613739
4,1,1024,30,0.9375,0.35588982701301575
4,1,1024,31,0.96875,0.36462080478668213
4,1,1024,32,1.0,0.3529888391494751
4,2,2048,16,0.25,0.2810734510421753
4,2,2048,17,0.265625,0.2699982821941376
4,2,2048,18,0.28125,0.2805899679660797
4,2,2048,19,0.296875,0.2730920612812042
4,2,2048,20,0.3125,0.27926748991012573
4,2,2048,21,0.328125,0.27104246616363525
4,2,2048,22,0.34375,0.29125678539276123
4,2,2048,23,0.359375,0.3170476257801056
4,2,2048,24,0.375,0.295343816280365
4,2,2048,25,0.390625,0.3020845353603363
4,2,2048,26,0.40625,0.29560691118240356
4,2,2048,27,0.421875,0.29627543687820435
4,2,2048,28,0.4375,0.32087886333465576
4,2,2048,29,0.453125,0.3223935663700104
4,2,2048,30,0.46875,0.31743597984313965
4,2,2048,31,0.484375,0.33964771032333374
4,2,2048,32,0.5,0.32834652066230774
4,3,3072,16,0.16666666666666666,0.165462464094162
4,3,3072,17,0.17708333333333334,0.17227263748645782
4,3,3072,18,0.1875,0.17693376541137695
4,3,3072,19,0.19791666666666666,0.18512296676635742
4,3,3072,20,0.20833333333333334,0.2038269340991974
4,3,3072,21,0.21875,0.2040543109178543
4,3,3072,22,0.22916666666666666,0.2141875922679901
4,3,3072,23,0.23958333333333334,0.2114017754793167
4,3,3072,24,0.25,0.23247270286083221
4,3,3072,25,0.2604166666666667,0.2383163422346115
4,3,3072,26,0.2708333333333333,0.23406706750392914
4,3,3072,27,0.28125,0.2358488291501999
4,3,3072,28,0.2916666666666667,0.23342467844486237
4,3,3072,29,0.3020833333333333,0.23747166991233826
4,3,3072,30,0.3125,0.24782706797122955
4,3,3072,31,0.3229166666666667,0.24911989271640778
4,3,3072,32,0.3333333333333333,0.2684395909309387
4,4,4096,16,0.125,0.17093472182750702
4,4,4096,17,0.1328125,0.17134621739387512
4,4,4096,18,0.140625,0.18095049262046814
4,4,4096,19,0.1484375,0.18463219702243805
4,4,4096,20,0.15625,0.1905677765607834
4,4,4096,21,0.1640625,0.18549710512161255
4,4,4096,22,0.171875,0.18483932316303253
4,4,4096,23,0.1796875,0.17223840951919556
4,4,4096,24,0.1875,0.18983250856399536
4,4,4096,25,0.1953125,0.18858544528484344
4,4,4096,26,0.203125,0.1904638260602951
4,4,4096,27,0.2109375,0.19553712010383606
4,4,4096,28,0.21875,0.18711665272712708
4,4,4096,29,0.2265625,0.179249107837677
4,4,4096,30,0.234375,0.18371398746967316
4,4,4096,31,0.2421875,0.1836603283882141
4,4,4096,32,0.25,0.1836167275905609
4,5,5120,16,0.1,0.13551342487335205
4,5,5120,17,0.10625,0.15504388511180878
4,5,5120,18,0.1125,0.16927380859851837
4,5,5120,19,0.11875,0.16708745062351227
4,5,5120,20,0.125,0.1516059786081314
4,5,5120,21,0.13125,0.16393327713012695
4,5,5120,22,0.1375,0.1674797683954239
4,5,5120,23,0.14375,0.1777556985616684
4,5,5120,24,0.15,0.16828367114067078
4,5,5120,25,0.15625,0.17460153996944427
4,5,5120,26,0.1625,0.1979905664920807
4,5,5120,27,0.16875,0.20201264321804047
4,5,5120,28,0.175,0.22440609335899353
4,5,5120,29,0.18125,0.23947404325008392
4,5,5120,30,0.1875,0.2182212620973587
4,5,5120,31,0.19375,0.1891654133796692
4,5,5120,32,0.2,0.18396732211112976
4,6,6144,16,0.08333333333333333,0.1456420123577118
4,6,6144,17,0.08854166666666667,0.14603087306022644
4,6,6144,18,0.09375,0.14635784924030304
4,6,6144,19,0.09895833333333333,0.14270129799842834
4,6,6144,20,0.10416666666666667,0.15154588222503662
4,6,6144,21,0.109375,0.14595644176006317
4,6,6144,22,0.11458333333333333,0.13885542750358582
4,6,6144,23,0.11979166666666667,0.13021591305732727
4,6,6144,24,0.125,0.13571305572986603
4,6,6144,25,0.13020833333333334,0.13525532186031342
4,6,6144,26,0.13541666666666666,0.1395607590675354
4,6,6144,27,0.140625,0.14023065567016602
4,6,6144,28,0.14583333333333334,0.15015819668769836
4,6,6144,29,0.15104166666666666,0.15265008807182312
4,6,6144,30,0.15625,0.14922502636909485
4,6,6144,31,0.16145833333333334,0.13963013887405396
4,6,6144,32,0.16666666666666666,0.14113163948059082
4,7,7168,16,0.07142857142857142,0.1617712378501892
4,7,7168,17,0.07589285714285714,0.14835231006145477
4,7,7168,18,0.08035714285714286,0.14937333762645721
4,7,7168,19,0.08482142857142858,0.1513935625553131
4,7,7168,20,0.08928571428571429,0.15330646932125092
4,7,7168,21,0.09375,0.1616983860731125
4,7,7168,22,0.09821428571428571,0.17974239587783813
4,7,7168,23,0.10267857142857142,0.18172957003116608
4,7,7168,24,0.10714285714285714,0.19617271423339844
4,7,7168,25,0.11160714285714286,0.20020608603954315
4,7,7168,26,0.11607142857142858,0.2008994072675705
4,7,7168,27,0.12053571428571429,0.2037912905216217
4,7,7168,28,0.125,0.1679249107837677
4,7,7168,29,0.12946428571428573,0.16430708765983582
4,7,7168,30,0.13392857142857142,0.16386778652668
4,7,7168,31,0.13839285714285715,0.18131937086582184
4,7,7168,32,0.14285714285714285,0.1945328563451767
4,8,8192,16,0.0625,0.1220138743519783
4,8,8192,17,0.06640625,0.1335112452507019
4,8,8192,18,0.0703125,0.14166688919067383
4,8,8192,19,0.07421875,0.15109166502952576
4,8,8192,20,0.078125,0.14935994148254395
4,8,8192,21,0.08203125,0.148604616522789
4,8,8192,22,0.0859375,0.1431402564048767
4,8,8192,23,0.08984375,0.1426835060119629
4,8,8192,24,0.09375,0.1416742354631424
4,8,8192,25,0.09765625,0.1420557051897049
4,8,8192,26,0.1015625,0.15067212283611298
4,8,8192,27,0.10546875,0.15469974279403687
4,8,8192,28,0.109375,0.16699235141277313
4,8,8192,29,0.11328125,0.15904267132282257
4,8,8192,30,0.1171875,0.1617339700460434
4,8,8192,31,0.12109375,0.15844382345676422
4,8,8192,32,0.125,0.15663421154022217
4,9,9216,16,0.05555555555555555,0.12185558676719666
4,9,9216,17,0.059027777777777776,0.12068537622690201
4,9,9216,18,0.0625,0.11716235429048538
4,9,9216,19,0.06597222222222222,0.12197501957416534
4,9,9216,20,0.06944444444444445,0.12227196246385574
4,9,9216,21,0.07291666666666667,0.1168711706995964
4,9,9216,22,0.0763888888888889,0.11586104333400726
4,9,9216,23,0.0798611111111111,0.12147971987724304
4,9,9216,24,0.08333333333333333,0.13396543264389038
4,9,9216,25,0.08680555555555555,0.13098780810832977
4,9,9216,26,0.09027777777777778,0.13176114857196808
4,9,9216,27,0.09375,0.13724489510059357
4,9,9216,28,0.09722222222222222,0.13885881006717682
4,9,9216,29,0.10069444444444445,0.13610726594924927
4,9,9216,30,0.10416666666666667,0.13052517175674438
4,9,9216,31,0.1076388888888889,0.13763363659381866
4,9,9216,32,0.1111111111111111,0.15250547230243683
4,10,10240,16,0.05,0.10955741256475449
4,10,10240,17,0.053125,0.11054010689258575
4,10,10240,18,0.05625,0.11590761691331863
4,10,10240,19,0.059375,0.1261533796787262
4,10,10240,20,0.0625,0.15435631573200226
4,10,10240,21,0.065625,0.16945120692253113
4,10,10240,22,0.06875,0.14166870713233948
4,10,10240,23,0.071875,0.13646695017814636
4,10,10240,24,0.075,0.1690564602613449
4,10,10240,25,0.078125,0.14786474406719208
4,10,10240,26,0.08125,0.15231576561927795
4,10,10240,27,0.084375,0.15441128611564636
4,10,10240,28,0.0875,0.13828079402446747
4,10,10240,29,0.090625,0.12738987803459167
4,10,10240,30,0.09375,0.14151275157928467
4,10,10240,31,0.096875,0.1464596539735794
4,10,10240,32,0.1,0.15621255338191986
